name,address,nearest_station,genres,hours,holiday,price_range,latitude,longitude,place_id,plus_code,homepage_url,sns_url,description,payment_methods,parking
NEW YORK JOE EXCHANGE 下北沢店,東京都世田谷区北沢3-26-4,下北沢駅,ヴィンテージ,12:00-20:00,定休日なし,¥2000~3000,35.6639104,139.6681502,ChIJI_aZ32rzGGARhjQlOeV4oB0,8Q7XMM79+H7,http://newyorkjoeexchange.com/,https://www.instagram.com/newyorkjoeexchange/,元銭湯を改装したユニークな内装の有名店。買取・交換も行う。,現金・クレジット・電子マネー
JAMMING（ジャミング）,山形県山形市本町1-7-20,山形駅,"ヴィンテージ,US古着,アクセサリー",11:30-19:00,不定休,不明,38.2497,140.3551,,,http://www.jamming-ymgt.com/,,ヴィンテージから新品まで扱う山形の古着屋。Ralph Lauren・J CREW・Levi'sなどUSブランドや家具・アクセサリーも取り扱う。,現金,
one day store yamagata,山形県山形市七日町3-2-27,山形駅,"US古着,80年代,90年代",12:00-20:00,水曜,不明,38.2489,140.3535,,,https://onedaystore.official.ec/,https://www.instagram.com/one_day_store_yamagata/,新潟発の人気古着ショップの山形店。アメリカ直買い付けの80〜90年代ヴィンテージが中心。北米未発売のブランドアイテムも揃う。,現金,
ドンドンダウンオンウェンズデイ 山形バイパス店,山形県山形市上山家町字下宿760-1,山形駅,"ヴィンテージ,ストリート,ハイブランド",11:00-20:00,月曜,¥5000~,38.2558,140.3821,,,,,山形バイパス沿いの大型古着店。ヴィンテージ・ストリート系からハイブランドまで幅広く取り扱う。価格は水曜日に全品値下げ。,現金・クレジット,あり
セカンドストリート 山形南館店,山形県山形市南館5丁目4-23,山形駅,"ブランド,古着全般",10:00-21:00,なし,¥1000~,38.2148,140.3548,,,,,山形市南部の大型セカンドストリート。駐車場133台完備。メンズ・レディース・キッズの古着・ブランド品を幅広く取り扱う。,クレジットカード・スマホバーコード決済・現金,あり（133台）
お宝中古市場 山形南店,山形県山形市南館4-1-1,山形駅,"格安古着,リサイクル全般",9:00-深夜2:00,なし,¥500~,38.2155,140.3536,,,,,深夜まで営業する大型リサイクルショップ。格安古着から家電・家具まで幅広く取り扱う。,現金・クレジット,あり
セカンドストリート 天童店,山形県天童市桜町11-30,天童駅,"ブランド,古着全般",10:00-21:00,なし,¥1000~,38.3564,140.3832,,,,,天童市の大型セカンドストリート。駐車場62台完備。古着・ブランド品・家電・家具を幅広く扱うリユースショップ。,クレジットカード・スマホバーコード決済・現金,あり（62台）
古着倉庫 イオンモール天童店,山形県天童市芳賀タウン北4丁目1-1 イオンモール天童2F,天童駅,"USA古着,レギュラー古着,雑貨",10:00-21:00,なし,¥1000~,38.3516,140.3728,,,,https://www.instagram.com/furugisouko_aeon_tendo_2023/,イオンモール天童2Fに入る大型古着店。常時30000アイテム以上の品揃えでUSA古着を中心に新品・雑貨も取り扱う。,現金・クレジット,あり（商業施設共用）
古着倉庫 米沢店,山形県米沢市中田町514-1,米沢駅,"USA古着,レギュラー古着",平日12:00-19:30 / 土日祝11:00-19:00,不定休,¥1000~,37.9272,140.1232,,,https://souko2017.thebase.in/,https://www.instagram.com/furugisouko2017/,置賜エリア最大級の古着屋。USA古着を中心にレギュラー古着も豊富に揃える。Instagramフォロワー1万超えの人気店。,現金,あり
Janky's（ジャンキーズ）,山形県酒田市御成町12-10,酒田駅,"US古着,ヴィンテージ,ヨーロッパ古着",12:00-20:00,火曜,不明,38.9164,139.8493,,,,,酒田駅から徒歩8分の穴場古着店。アメリカ・ヨーロッパの古着を直輸入。ヴィンテージからレギュラーまで豊富な品揃え。,現金,なし
オフハウス 酒田店,山形県酒田市ゆたか2-1-10,酒田駅,"古着全般,ブランド",10:00-19:00,なし,¥1000~,38.9188,139.8437,,,,,ハードオフグループの衣類専門リユースショップ。ノンブランドからハイブランド・ヴィンテージまで幅広い衣料品を取り扱う。,現金・クレジット,あり
